"T #","Band #","State","Lake","Year Collected","Sex","Age","Hg","PLAS","LEUC"
227,"1118-16177","NH","Ossipee",2014,"Male","ATY",1.7,NA,NA
156,"0669-21938","ME","Long Pond",2014,"Male","ATY",1.3,NA,NA
1071,"0938-66647","MA","Hycrest Reservoir",2014,"Male","ATY",NA,NA,NA
261,"UnNY-14009","NY","Putnam Pond",2014,"Hatch Year","HY",0.4,NA,NA
265,"UnNY-14013","NY","Mason Lake",2014,"Hatch Year","HY",0.3,NA,NA
256,"UnNY-14002","NY","Long Pond",2014,"Hatch Year","HY",0.2,NA,NA
257,"UnNY-14003","NY","Long Pond",2014,"Hatch Year","HY",0.2,NA,NA
262,"UnNY-14010","NY","Garnet Lake",2014,"Hatch Year","HY",0.1,NA,NA
174,"0938-66659","ME","Sebago Lake",2014,"Female","ATY",3.9,NA,1
175,"0938-78855","ME","Chain of Ponds",2014,"Female","ATY",2.6,NA,1
1021,"0649-08834","NH","Bear Brook Pond",2014,"Female","ATY",2.3,NA,1
1020,"0559-61768","NH","Massabesic Lake",2014,"Female","ATY",1.6,NA,1
1024,"0938-03432","NH","Winnipesaukee",2014,"Female","ATY",1.5,NA,1
1031,"1118-16182","NH","Bow Lake",2014,"Female","ATY",1.5,NA,1
1036,"1118-16194","NH","Bow Lake",2014,"Female","ATY",1.4,NA,1
154,"0938-78852","MA","Crystal",2014,"Female","ATY",1.3,NA,1
152,"0938-61746","MA","Quabbin",2014,"Female","ATY",1.2,NA,1
176,"0938-78856","ME","Haley Pond",2014,"Female","ATY",0.9,NA,1
247,"0938-61770","NY","Cranberry Lake",2014,"Male","ATY",4.7,NA,1
250,"0938-61785","NY","Hitchins Pond",2014,"Male","ATY",3.4,NA,1
1034,"1118-16192","NH","Pleasant Lake",2014,"Male","ATY",3.2,NA,1
251,"0938-61788","NY","Chaumont Pond",2014,"Male","ATY",3.1,NA,1
172,"0938-66624","ME","Mooselookmeguntic",2014,"Male","ATY",2.6,NA,1
1037,"1118-16195","NH","Pea Porridge, Middle",2014,"Male","ATY",2.4,NA,1
346,"0938-15288","NH","Winnipesaukee",2014,"Male","ATY",2.3,NA,1
1023,"0898-10001","NH","Bear Brook Pond",2014,"Male","ATY",2.2,NA,1
248,"0938-61776","NY","Putnam Pond",2014,"Male","ATY",2.2,NA,1
1026,"1118-16159","NH","Winnipesaukee",2014,"Male","ATY",1.9,NA,1
1030,"1118-16181","NH","Bow Lake",2014,"Male","ATY",1.6,NA,1
249,"0938-61779","NY","Upper St. Regis",2014,"Male","ATY",1.4,NA,1
246,"0898-09868","NY","Little Clear Pond",2014,"Male","ATY",1.2,NA,1
184,"1118-15999","ME","Kezar Lake",2014,"Male","ATY",1.1,NA,1
242,"0649-08874","NY","Little Clear",2014,"Male","ATY",1,NA,1
167,"0938-15353","ME","Kezar Lake",2014,"Male","ATY",0.5,NA,1
168,"0938-26029","ME","East Pond",2014,"Male","ATY",0.4,NA,1
240,"0649-08826","NY","Garnet Lake",2014,"Male","ATY",0.3,NA,1
173,"0938-66658","ME","Mooselookmeguntic",2014,"Male","ATY",0.2,NA,1
170,"0938-26125","ME","Long Lake",2014,"Male","ATY",0.2,NA,1
264,"UnNY-14012","NY","Hitchins Pond",2014,"Hatch Year","HY",0.4,NA,1
164,"0938-06438","ME","Kezar Lake",2014,"Hatch Year","HY",0.2,NA,1
171,"0938-44727","ME","Saddleback",2014,"Hatch Year","HY",0.2,NA,1
263,"UnNY-14011","NY","Garnet Lake",2014,"Hatch Year","HY",0.2,NA,1
260,"UnNY-14006","NY","Upper St. Regis",2014,"Hatch Year","HY",0.1,NA,1
158,"0669-55026","ME","Little Sebago",2014,"Hatch Year","HY",0.1,NA,1
259,"UnNY-14005","NY","Little Clear Pond",2014,"Hatch Year","HY",0.1,NA,1
258,"UnNY-14004","NY","Little Clear Pond",2014,"Hatch Year","HY",0.1,NA,1
255,"UnNY-14001","NY","Piercefield Flow Pond",2014,"Hatch Year","HY",0.1,NA,1
1032,"1118-16185","NH","Greenough Pond",2014,"Female","ATY",1.7,1,0
1025,"0938-44733","NH","Greenough Pond",2014,"Male","ATY",1.9,1,0
166,"0938-15345","ME","Kezar Lake",2014,"Female","ATY",1.9,1,1
1027,"1118-16164","NH","Winnipesaukee",2014,"Female","ATY",1.5,1,1
163,"0938-03363","ME","Little Sebago",2014,"Female","ATY",1.3,1,1
165,"0938-15148","ME","Little Sebago",2014,"Female","ATY",1.2,1,1
162,"0669-55050","ME","Ingham Pond",2014,"Female","ATY",0.9,1,1
1022,"0669-21967","NH","Squam Lake",2014,"Male","ATY",1.4,1,1
