"T #","Band #","State","Lake","Year Collected","Sex","Age","Hg","PLAS","LEUC"
865,"1118-15300","NH","Cold Spring Pond",2016,"Male","ATY",1.4,NA,1
823,"1118-15273","NH","Clark Pond",2016,"Male","ATY",1.3,NA,1
851,"1118-15281","NH","White Oak Pond",2016,"Male","ATY",1.2,NA,1
838,"1118-15276","NH","Willard Pond",2016,"Male","ATY",1.1,NA,1
819,"0938-66609","ME","Saddleback",2016,"Male","ATY",0.5,NA,1
860,"1118-15237","NH","East Inlet",2016,"Hatch Year","HY",0.2,NA,1
836,"1118-15279","NH","Chocorua Lake",2016,"Female","ATY",1.3,1,0
827,"1118-15970","ME","Long Pond",2016,"Female","ATY",2.3,1,1
839,"1118-15221","NH","Ossipee",2016,"Female","ATY",2.2,1,1
1066,"0938-44725","NY","Garnet Lake",2016,"Female","ATY",2.05,1,1
842,"0898-09848","NH","Broad Bay",2016,"Female","ATY",2,1,1
844,"1118-15284","NH","Conner Pond",2016,"Female","ATY",0.4,1,1
832,"1118-15278","NH","Swains Lake",2016,"Male","ATY",3,1,1
